Index,Protein_ID,NUM_TM,Category,pLDDT_mean_CA,pLDDT_mean_all
2895,Q8N0W4,1,single-pass transmembrane,79.0407,78.9548
2896,Q8N0W7,2,medium transmembrane,63.4434,63.7018
2897,Q8N0Y3,7,GPCR transmembrane,85.8378,85.8284
2898,Q8N0Y5,7,GPCR transmembrane,89.4529,89.5399
2899,Q8N0Z9,1,single-pass transmembrane,77.0923,77.2796
2900,Q8N109,1,single-pass transmembrane,72.1881,72.2467
2901,Q8N111,1,single-pass transmembrane,60.0544,60.1078
2902,Q8N112,1,single-pass transmembrane,66.5189,66.8752
2903,Q8N114,1,single-pass transmembrane,58.761,58.7582
2904,Q8N118,1,single-pass transmembrane,89.8663,89.8382
2905,Q8N126,1,single-pass transmembrane,84.038,84.6101
2906,Q8N127,7,GPCR transmembrane,87.6388,87.4169
2907,Q8N130,10,large transmembrane,75.512,75.5782
2908,Q8N131,1,single-pass transmembrane,59.5922,59.9944
2909,Q8N138,4,medium transmembrane,94.4568,94.6851
2910,Q8N139,12,large transmembrane,77.0981,77.0917
2911,Q8N144,4,medium transmembrane,76.3254,77.3166
2912,Q8N146,7,GPCR transmembrane,87.4768,87.323
2913,Q8N148,7,GPCR transmembrane,86.1984,86.4383
2914,Q8N149,1,single-pass transmembrane,85.5403,85.9277
2915,Q8N162,7,GPCR transmembrane,88.233,88.1231
2916,Q8N1C3,4,medium transmembrane,78.4806,79.0043
2917,Q8N1L4,1,single-pass transmembrane,90.1343,90.1357
2918,Q8N1M1,4,medium transmembrane,66.4053,67.5877
2919,Q8N1N0,2,medium transmembrane,73.8357,74.0463
2920,Q8N1N2,1,single-pass transmembrane,58.9936,59.267
2921,Q8N1S5,8,large transmembrane,76.1936,76.3513
2922,Q8N1Y9,2,medium transmembrane,31.9444,31.8924
2923,Q8N205,4,medium transmembrane,57.1097,57.7825
2924,Q8N271,5,medium transmembrane,85.593,85.796
2925,Q8N292,1,single-pass transmembrane,63.9294,63.6887
2926,Q8N2A8,1,single-pass transmembrane,83.4894,84.1799
2927,Q8N2H4,4,medium transmembrane,91.8596,91.9341
2928,Q8N2K0,1,single-pass transmembrane,84.6184,85.3772
2929,Q8N2K1,1,single-pass transmembrane,83.6027,84.6644
2930,Q8N2M4,8,large transmembrane,90.0782,89.8975
2931,Q8N2Q7,1,single-pass transmembrane,77.1719,77.2463
2932,Q8N2U0,4,medium transmembrane,96.0542,96.2011
2933,Q8N2U9,7,GPCR transmembrane,85.5627,85.7568
2934,Q8N323,1,single-pass transmembrane,91.2803,91.3036
2935,Q8N349,7,GPCR transmembrane,90.2107,89.8202
2936,Q8N350,1,single-pass transmembrane,51.534,52.4498
2937,Q8N357,10,large transmembrane,84.3715,84.283
2938,Q8N370,12,large transmembrane,78.4187,78.5132
2939,Q8N386,1,single-pass transmembrane,70.0015,70.2572
2940,Q8N387,1,single-pass transmembrane,53.0822,53.0325
2941,Q8N394,10,large transmembrane,90.298,90.4998
2942,Q8N3F9,7,GPCR transmembrane,66.537,67.5739
2943,Q8N3G9,1,single-pass transmembrane,78.9161,79.1168
2944,Q8N3J6,1,single-pass transmembrane,81.4986,81.9704
2945,Q8N3S3,6,medium transmembrane,59.7817,60.2004
2946,Q8N3T1,1,single-pass transmembrane,78.0707,77.8931
2947,Q8N3T6,1,single-pass transmembrane,69.7368,70.081
2948,Q8N3Y3,1,single-pass transmembrane,87.0271,87.8606
2949,Q8N3Y7,1,single-pass transmembrane,94.6953,94.6536
2950,Q8N413,6,medium transmembrane,79.0401,79.0722
2951,Q8N423,1,single-pass transmembrane,76.0759,76.5122
2952,Q8N428,1,single-pass transmembrane,89.1267,89.467
2953,Q8N434,12,large transmembrane,83.5885,84.0538
2954,Q8N441,1,single-pass transmembrane,70.0004,70.6999
2955,Q8N468,12,large transmembrane,76.9942,76.8852
2956,Q8N4A0,1,single-pass transmembrane,91.8201,92.1052
2957,Q8N4C9,2,medium transmembrane,45.5935,45.8308
2958,Q8N4F4,12,large transmembrane,87.6402,87.5454
2959,Q8N4F7,6,medium transmembrane,82.7015,83.0958
2960,Q8N4H5,1,single-pass transmembrane,88.542,88.7743
2961,Q8N4K4,1,single-pass transmembrane,58.0165,58.5255
2962,Q8N4L1,2,medium transmembrane,71.3577,72.9743
2963,Q8N4L2,2,medium transmembrane,72.0713,72.4896
2964,Q8N4L4,1,single-pass transmembrane,54.4792,54.6948
2965,Q8N4M1,8,large transmembrane,80.2923,80.2403
2966,Q8N4S7,7,GPCR transmembrane,95.0885,95.0997
2967,Q8N4S9,4,medium transmembrane,66.8258,67.2056
2968,Q8N4V1,2,medium transmembrane,78.5356,78.3068
2969,Q8N4V2,12,large transmembrane,78.2328,78.6267
2970,Q8N4W6,7,GPCR transmembrane,78.6297,78.3089
2971,Q8N511,2,medium transmembrane,80.9821,81.4535
2972,Q8N539,2,medium transmembrane,79.6892,80.2398
2973,Q8N5B7,7,GPCR transmembrane,84.8141,85.9583
2974,Q8N5C1,4,medium transmembrane,90.3176,90.4906
2975,Q8N5D6,1,single-pass transmembrane,86.5372,86.2639
2976,Q8N5G0,1,single-pass transmembrane,89.7376,89.4027
2977,Q8N5G2,6,medium transmembrane,67.2381,67.8719
2978,Q8N5K1,1,single-pass transmembrane,90.67,90.4464
2979,Q8N5M9,4,medium transmembrane,91.5614,91.7172
2980,Q8N5T2,1,single-pass transmembrane,91.7367,91.9074
2981,Q8N5U1,4,medium transmembrane,69.7991,69.9969
2982,Q8N5W8,1,single-pass transmembrane,63.942,63.6035
2983,Q8N5Y8,1,single-pass transmembrane,88.09,88.0285
2984,Q8N608,1,single-pass transmembrane,90.5758,90.7911
2985,Q8N609,8,large transmembrane,80.2441,80.762
2986,Q8N614,2,medium transmembrane,40.6884,40.9098
2987,Q8N628,7,GPCR transmembrane,85.904,86.0193
2988,Q8N661,8,large transmembrane,89.5732,89.7277
2989,Q8N682,6,medium transmembrane,95.0633,94.9339
2990,Q8N695,14,large transmembrane,85.3274,85.2218
2991,Q8N697,12,large transmembrane,84.1042,84.6035
2992,Q8N699,2,medium transmembrane,59.5569,59.9284
2993,Q8N6C5,2,medium transmembrane,73.5293,73.9584
2994,Q8N6D2,2,medium transmembrane,70.7531,71.1409
2995,Q8N6F1,4,medium transmembrane,80.9374,81.1353
2996,Q8N6G5,1,single-pass transmembrane,86.4522,86.9811
2997,Q8N6I4,3,medium transmembrane,62.9122,63.0243
2998,Q8N6K0,1,single-pass transmembrane,60.2148,61.1373
2999,Q8N6L0,1,single-pass transmembrane,68.4285,68.61
3000,Q8N6L1,4,medium transmembrane,82.3154,82.4347
3001,Q8N6L7,2,medium transmembrane,73.1942,73.2527
3002,Q8N6M3,6,medium transmembrane,87.2158,87.0881
3003,Q8N6P7,1,single-pass transmembrane,61.7012,62.6606
3004,Q8N6Q1,4,medium transmembrane,84.7601,85.3019
3005,Q8N6R1,1,single-pass transmembrane,80.02,79.8278
3006,Q8N6S5,2,medium transmembrane,57.4666,57.4723
3007,Q8N6U8,7,GPCR transmembrane,68.3697,69.0162
3008,Q8N6Y1,1,single-pass transmembrane,78.4632,78.4566
3009,Q8N743,1,single-pass transmembrane,80.3463,80.2434
3010,Q8N755,7,GPCR transmembrane,91.5592,91.7335
3011,Q8N766,1,single-pass transmembrane,87.9698,88.1737
3012,Q8N7C0,1,single-pass transmembrane,86.625,86.8935
3013,Q8N7C4,4,medium transmembrane,71.3005,71.8557
3014,Q8N7C7,1,single-pass transmembrane,86.2582,86.1452
3015,Q8N7P1,1,single-pass transmembrane,82.9254,83.0868
3016,Q8N7P3,4,medium transmembrane,86.7497,86.6163
3017,Q8N7S2,1,single-pass transmembrane,69.3231,69.5701
3018,Q8N7S6,2,medium transmembrane,51.5363,51.8851
3019,Q8N7X8,1,single-pass transmembrane,83.2629,83.0143
3020,Q8N808,10,large transmembrane,85.7269,85.1676
3021,Q8N814,1,single-pass transmembrane,39.1236,40.1296
3022,Q8N816,4,medium transmembrane,46.7276,47.4079
3023,Q8N8D7,5,medium transmembrane,76.5331,76.8919
3024,Q8N8F6,5,medium transmembrane,66.1683,65.5025
3025,Q8N8F7,1,single-pass transmembrane,68.067,68.8812
3026,Q8N8J7,1,single-pass transmembrane,58.5825,59.0395
3027,Q8N8L6,1,single-pass transmembrane,77.9856,77.8834
3028,Q8N8N0,1,single-pass transmembrane,66.4488,66.8369
3029,Q8N8P6,1,single-pass transmembrane,48.9626,49.2967
3030,Q8N8Q1,6,medium transmembrane,88.0796,87.7848
3031,Q8N8Q8,5,medium transmembrane,83.6565,83.9021
3032,Q8N8Q9,9,large transmembrane,83.3494,83.1024
3033,Q8N8V8,1,single-pass transmembrane,54.6659,55.4858
3034,Q8N8Z6,1,single-pass transmembrane,67.8071,68.2313
3035,Q8N912,2,medium transmembrane,64.6341,64.8995
3036,Q8N966,4,medium transmembrane,88.1683,88.4223
3037,Q8N967,1,single-pass transmembrane,80.1274,80.6144
3038,Q8N9A8,2,medium transmembrane,89.9705,89.8103
3039,Q8N9F0,2,medium transmembrane,78.3651,80.5755
3040,Q8N9F7,1,single-pass transmembrane,96.1392,96.2077
3041,Q8N9I0,1,single-pass transmembrane,80.7228,81.4206
3042,Q8N9I5,4,medium transmembrane,91.0223,91.2518
3043,Q8N9R8,1,single-pass transmembrane,85.7083,86.0871
3044,Q8N9W7,1,single-pass transmembrane,42.2986,42.5896
3045,Q8N9X5,3,medium transmembrane,37.3136,37.1643
3046,Q8NA29,12,large transmembrane,80.4836,80.9014
3047,Q8NA58,1,single-pass transmembrane,89.8113,89.9776
3048,Q8NAC3,1,single-pass transmembrane,73.4406,74.0666
3049,Q8NAN2,6,medium transmembrane,64.4346,65.7949
3050,Q8NAU1,1,single-pass transmembrane,77.1817,77.3681
3051,Q8NB49,10,large transmembrane,82.841,83.233
3052,Q8NB59,1,single-pass transmembrane,65.7408,66.1804
3053,Q8NBD8,4,medium transmembrane,90.4428,91.3627
3054,Q8NBI2,6,medium transmembrane,92.6895,92.6413
3055,Q8NBI5,12,large transmembrane,81.9575,82.4974
3056,Q8NBI6,1,single-pass transmembrane,83.784,85.3412
3057,Q8NBJ4,1,single-pass transmembrane,64.2938,65.1272
3058,Q8NBJ9,11,large transmembrane,80.0816,80.4826
3059,Q8NBL3,4,medium transmembrane,71.982,71.7559
3060,Q8NBM4,7,GPCR transmembrane,72.2372,72.3869
3061,Q8NBN3,7,GPCR transmembrane,71.9797,72.7597
3062,Q8NBP5,12,large transmembrane,82.3686,82.18
3063,Q8NBQ7,7,GPCR transmembrane,93.0261,92.8427
3064,Q8NBR0,1,single-pass transmembrane,60.6288,61.8415
3065,Q8NBS3,13,large transmembrane,72.7363,73.2609
3066,Q8NBT3,7,GPCR transmembrane,78.249,78.9081
3067,Q8NBU5,1,single-pass transmembrane,84.7762,84.6721
3068,Q8NBV4,5,medium transmembrane,79.8852,79.9698
3069,Q8NBV8,1,single-pass transmembrane,78.3828,79.0545
3070,Q8NBW4,11,large transmembrane,77.0945,77.4659
3071,Q8NBZ7,1,single-pass transmembrane,90.0288,89.9354
3072,Q8NC01,1,single-pass transmembrane,84.1706,84.5312
3073,Q8NC24,1,single-pass transmembrane,59.6383,60.5703
3074,Q8NC42,1,single-pass transmembrane,74.2788,75.0483
3075,Q8NC44,5,medium transmembrane,58.0525,59.1333
3076,Q8NC54,2,medium transmembrane,57.6335,58.1519
3077,Q8NC56,3,medium transmembrane,70.5236,71.6708
3078,Q8NC67,1,single-pass transmembrane,72.3232,72.4228
3079,Q8NCC5,12,large transmembrane,84.482,84.2257
3080,Q8NCG5,1,single-pass transmembrane,90.5739,90.7723
3081,Q8NCG7,4,medium transmembrane,72.9328,73.6642
3082,Q8NCH0,1,single-pass transmembrane,82.9536,84.2164
3083,Q8NCK7,12,large transmembrane,84.3143,84.3856
3084,Q8NCL4,1,single-pass transmembrane,88.6991,88.5696
3085,Q8NCL8,4,medium transmembrane,73.5493,73.9261
3086,Q8NCM2,7,GPCR transmembrane,71.9987,72.5379
3087,Q8NCQ3,2,medium transmembrane,75.7012,75.5131
3088,Q8NCR9,4,medium transmembrane,87.0054,87.1041
3089,Q8NCS4,4,medium transmembrane,79.1671,78.5309
3090,Q8NCS7,10,large transmembrane,82.4717,82.7679
3091,Q8NCU8,1,single-pass transmembrane,89.0362,89.3489
3092,Q8NCW0,1,single-pass transmembrane,75.8933,76.8279
3093,Q8NCW6,1,single-pass transmembrane,85.0167,85.2774
3094,Q8ND94,1,single-pass transmembrane,81.248,81.342
3095,Q8NDV1,1,single-pass transmembrane,89.2072,89.2472
3096,Q8NDV2,7,GPCR transmembrane,91.0079,90.9472
3097,Q8NDX2,12,large transmembrane,78.1013,78.0466
3098,Q8NDY8,1,single-pass transmembrane,59.0795,59.2779
3099,Q8NDZ6,9,large transmembrane,82.2358,82.703
3100,Q8NE00,10,large transmembrane,80.5783,80.8504
3101,Q8NE01,3,medium transmembrane,67.2401,68.1878
3102,Q8NE79,3,medium transmembrane,74.9864,75.738
3103,Q8NE86,2,medium transmembrane,78.399,79.5424
3104,Q8NEA5,1,single-pass transmembrane,61.2879,61.7086
3105,Q8NEB5,6,medium transmembrane,92.2447,92.3305
3106,Q8NEN9,1,single-pass transmembrane,61.1558,62.1135
3107,Q8NEQ5,1,single-pass transmembrane,64.7934,65.0876
3108,Q8NER1,6,medium transmembrane,71.8502,72.4278
3109,Q8NER5,1,single-pass transmembrane,84.7076,85.2401
3110,Q8NES3,1,single-pass transmembrane,82.1793,83.6832
3111,Q8NET5,1,single-pass transmembrane,72.0174,71.8994
3112,Q8NET8,6,medium transmembrane,76.6262,76.9253
3113,Q8NEW0,6,medium transmembrane,75.9804,76.4314
3114,Q8NEW7,2,medium transmembrane,63.1833,63.8024
3115,Q8NF37,3,medium transmembrane,82.6749,83.2446
3116,Q8NFB2,8,large transmembrane,78.1115,78.1097
3117,Q8NFF2,11,large transmembrane,70.5333,70.5477
3118,Q8NFJ5,7,GPCR transmembrane,77.7549,77.4594
3119,Q8NFJ6,7,GPCR transmembrane,77.7589,77.9347
3120,Q8NFK1,4,medium transmembrane,75.4004,75.3008
3121,Q8NFL0,1,single-pass transmembrane,86.9975,87.374
3122,Q8NFM4,12,large transmembrane,79.1384,79.1683
3123,Q8NFM7,1,single-pass transmembrane,68.1009,69.4554
3124,Q8NFN8,7,GPCR transmembrane,55.3365,55.6466
3125,Q8NFQ8,1,single-pass transmembrane,69.3923,70.081
3126,Q8NFR3,3,medium transmembrane,86.3826,86.7944
3127,Q8NFR9,1,single-pass transmembrane,68.7893,68.9518
3128,Q8NFT2,6,medium transmembrane,88.6551,89.0937
3129,Q8NFT8,1,single-pass transmembrane,70.3072,70.2783
3130,Q8NFU0,4,medium transmembrane,82.4503,83.5738
3131,Q8NFU1,4,medium transmembrane,80.389,82.0967
3132,Q8NFY4,1,single-pass transmembrane,66.8192,67.3148
3133,Q8NFZ3,1,single-pass transmembrane,79.2179,79.0625
3134,Q8NFZ4,1,single-pass transmembrane,77.7815,78.7399
3135,Q8NFZ6,8,large transmembrane,67.4834,67.4672
3136,Q8NFZ8,1,single-pass transmembrane,85.2988,85.3458
3137,Q8NG04,11,large transmembrane,76.9269,76.8527
3138,Q8NG11,4,medium transmembrane,88.2699,87.9901
3139,Q8NG75,7,GPCR transmembrane,86.8487,86.6685
3140,Q8NG76,7,GPCR transmembrane,88.4014,88.1365
3141,Q8NG77,7,GPCR transmembrane,88.4479,88.1789
3142,Q8NG78,7,GPCR transmembrane,82.2078,81.8421
3143,Q8NG80,7,GPCR transmembrane,90.7562,90.6213
3144,Q8NG81,7,GPCR transmembrane,85.4499,85.4582
3145,Q8NG83,7,GPCR transmembrane,85.2351,85.1614
3146,Q8NG84,7,GPCR transmembrane,86.39,86.1557
3147,Q8NG85,7,GPCR transmembrane,91.5574,91.4221
3148,Q8NG92,7,GPCR transmembrane,85.3008,85.1926
3149,Q8NG94,7,GPCR transmembrane,78.3983,78.9378
3150,Q8NG95,7,GPCR transmembrane,87.9243,88.0703
3151,Q8NG97,7,GPCR transmembrane,85.3187,85.4936
3152,Q8NG98,7,GPCR transmembrane,86.7499,87.0736
3153,Q8NG99,7,GPCR transmembrane,85.5673,85.3538
3154,Q8NGA0,7,GPCR transmembrane,88.8685,88.962
3155,Q8NGA1,7,GPCR transmembrane,89.7685,89.966
3156,Q8NGA2,7,GPCR transmembrane,84.6722,84.7267
3157,Q8NGA4,5,medium transmembrane,78.8803,79.0824
3158,Q8NGA5,7,GPCR transmembrane,86.9516,87.0151
3159,Q8NGA6,7,GPCR transmembrane,86.7403,86.7356
3160,Q8NGA8,7,GPCR transmembrane,90.3757,90.1827
3161,Q8NGB2,7,GPCR transmembrane,86.1363,85.988
3162,Q8NGB4,7,GPCR transmembrane,88.6189,88.6164
3163,Q8NGB6,7,GPCR transmembrane,84.5627,84.5911
3164,Q8NGB8,7,GPCR transmembrane,87.3128,87.303
3165,Q8NGB9,7,GPCR transmembrane,87.728,87.6345
3166,Q8NGC0,7,GPCR transmembrane,78.6943,78.3032
3167,Q8NGC1,7,GPCR transmembrane,82.0896,82.0738
3168,Q8NGC2,7,GPCR transmembrane,89.8289,89.7529
3169,Q8NGC3,7,GPCR transmembrane,86.5082,86.7488
3170,Q8NGC4,7,GPCR transmembrane,87.8522,87.8103
3171,Q8NGC5,7,GPCR transmembrane,86.0057,86.111
3172,Q8NGC6,7,GPCR transmembrane,85.4443,85.273
3173,Q8NGC7,7,GPCR transmembrane,86.5583,86.6937
3174,Q8NGC8,7,GPCR transmembrane,90.0101,90.1361
3175,Q8NGC9,7,GPCR transmembrane,86.7816,86.7681
3176,Q8NGD0,7,GPCR transmembrane,89.535,89.5502
3177,Q8NGD1,7,GPCR transmembrane,86.2721,86.3051
3178,Q8NGD2,7,GPCR transmembrane,84.825,84.9655
3179,Q8NGD3,7,GPCR transmembrane,85.9175,85.792
3180,Q8NGD4,7,GPCR transmembrane,84.6408,84.5724
3181,Q8NGD5,7,GPCR transmembrane,84.0654,83.9662
3182,Q8NGE0,7,GPCR transmembrane,78.164,78.2027
3183,Q8NGE1,7,GPCR transmembrane,89.6048,89.7027
3184,Q8NGE2,7,GPCR transmembrane,89.6785,89.7089
3185,Q8NGE3,7,GPCR transmembrane,88.2289,88.2868
3186,Q8NGE5,7,GPCR transmembrane,89.9146,89.931
3187,Q8NGE7,7,GPCR transmembrane,87.0079,87.1672
3188,Q8NGE8,7,GPCR transmembrane,87.8802,87.7607
3189,Q8NGE9,7,GPCR transmembrane,84.4532,84.4362
3190,Q8NGF0,7,GPCR transmembrane,86.8536,87.0369
3191,Q8NGF1,7,GPCR transmembrane,83.7801,83.9877
3192,Q8NGF3,7,GPCR transmembrane,84.2111,84.4948
3193,Q8NGF4,7,GPCR transmembrane,87.1938,86.8822
3194,Q8NGF6,7,GPCR transmembrane,85.1279,85.0246
3195,Q8NGF7,7,GPCR transmembrane,84.4753,84.3222
3196,Q8NGF8,7,GPCR transmembrane,87.3141,87.3961
3197,Q8NGF9,7,GPCR transmembrane,84.4603,84.6283
3198,Q8NGG0,7,GPCR transmembrane,89.4593,89.3571
3199,Q8NGG1,7,GPCR transmembrane,89.1138,89.0735
3200,Q8NGG2,7,GPCR transmembrane,81.5709,81.4065
3201,Q8NGG3,7,GPCR transmembrane,83.6801,83.5471
3202,Q8NGG4,7,GPCR transmembrane,88.6885,88.5226
3203,Q8NGG5,7,GPCR transmembrane,88.8105,88.8215
3204,Q8NGG6,7,GPCR transmembrane,88.7829,88.9576
3205,Q8NGG7,7,GPCR transmembrane,86.9902,87.0167
3206,Q8NGG8,7,GPCR transmembrane,90.6356,90.5925
3207,Q8NGH3,7,GPCR transmembrane,87.4434,87.5376
3208,Q8NGH5,7,GPCR transmembrane,84.3809,84.7823
3209,Q8NGH6,8,large transmembrane,85.9308,85.4457
3210,Q8NGH7,7,GPCR transmembrane,85.4291,84.9735
3211,Q8NGH8,7,GPCR transmembrane,87.2829,87.5894
3212,Q8NGH9,7,GPCR transmembrane,87.7662,87.5989
3213,Q8NGI0,7,GPCR transmembrane,89.277,89.2605
3214,Q8NGI1,7,GPCR transmembrane,85.0018,85.0057
3215,Q8NGI2,7,GPCR transmembrane,89.8394,89.7661
3216,Q8NGI3,7,GPCR transmembrane,83.4063,83.4642
3217,Q8NGI4,7,GPCR transmembrane,84.1556,84.2171
3218,Q8NGI6,7,GPCR transmembrane,89.5716,89.5514
3219,Q8NGI7,7,GPCR transmembrane,88.2744,88.198
3220,Q8NGI8,7,GPCR transmembrane,88.8618,89.2366
3221,Q8NGI9,7,GPCR transmembrane,86.7122,86.8609
3222,Q8NGJ0,7,GPCR transmembrane,87.6374,87.4549
3223,Q8NGJ1,7,GPCR transmembrane,87.6539,87.6053
3224,Q8NGJ2,7,GPCR transmembrane,86.7148,86.8731
3225,Q8NGJ3,7,GPCR transmembrane,86.2261,86.048
3226,Q8NGJ4,7,GPCR transmembrane,85.9977,85.6148
3227,Q8NGJ5,7,GPCR transmembrane,89.4074,89.064
3228,Q8NGJ6,7,GPCR transmembrane,88.2395,88.1164
3229,Q8NGJ7,7,GPCR transmembrane,86.7125,86.6706
3230,Q8NGJ8,7,GPCR transmembrane,84.5797,84.7185
3231,Q8NGJ9,7,GPCR transmembrane,84.7134,84.5877
3232,Q8NGK0,7,GPCR transmembrane,87.4273,87.7401
3233,Q8NGK1,7,GPCR transmembrane,87.3359,86.9981
3234,Q8NGK2,7,GPCR transmembrane,86.5253,86.571
3235,Q8NGK3,7,GPCR transmembrane,87.1562,87.1583
3236,Q8NGK4,7,GPCR transmembrane,87.9923,87.9993
3237,Q8NGK5,7,GPCR transmembrane,87.2753,86.9372
3238,Q8NGK6,7,GPCR transmembrane,85.9242,85.7027
3239,Q8NGK9,7,GPCR transmembrane,84.8962,84.1929
3240,Q8NGL0,7,GPCR transmembrane,89.4807,89.662
3241,Q8NGL1,7,GPCR transmembrane,88.9769,88.9013
3242,Q8NGL2,7,GPCR transmembrane,87.8616,88.0923
3243,Q8NGL3,7,GPCR transmembrane,89.2739,89.2048
3244,Q8NGL4,7,GPCR transmembrane,88.7062,88.5755
3245,Q8NGL6,7,GPCR transmembrane,84.9772,84.666
3246,Q8NGL7,7,GPCR transmembrane,91.5922,91.514
3247,Q8NGL9,7,GPCR transmembrane,86.0687,85.9523
3248,Q8NGM1,7,GPCR transmembrane,90.3447,90.2142
3249,Q8NGM8,7,GPCR transmembrane,90.6966,90.7013
3250,Q8NGM9,7,GPCR transmembrane,89.5934,89.7451
3251,Q8NGN0,7,GPCR transmembrane,86.7114,86.6909
3252,Q8NGN1,7,GPCR transmembrane,74.9523,74.8797
3253,Q8NGN2,7,GPCR transmembrane,83.8631,84.0645
3254,Q8NGN3,7,GPCR transmembrane,86.8362,86.9037
3255,Q8NGN4,7,GPCR transmembrane,86.8584,86.9267
3256,Q8NGN5,7,GPCR transmembrane,87.9361,88.0428
3257,Q8NGN6,7,GPCR transmembrane,87.2359,87.4216
3258,Q8NGN7,7,GPCR transmembrane,90.7573,90.6629
3259,Q8NGN8,7,GPCR transmembrane,90.2376,90.2957
3260,Q8NGP0,7,GPCR transmembrane,88.0628,88.1507
3261,Q8NGP2,7,GPCR transmembrane,89.394,89.2268
3262,Q8NGP3,7,GPCR transmembrane,88.8723,88.6764
3263,Q8NGP4,7,GPCR transmembrane,90.2203,90.1897
3264,Q8NGP6,7,GPCR transmembrane,90.7684,90.6351
3265,Q8NGP8,7,GPCR transmembrane,89.4554,89.3914
3266,Q8NGP9,7,GPCR transmembrane,90.2411,90.1809
3267,Q8NGQ1,7,GPCR transmembrane,85.9054,85.8561
3268,Q8NGQ2,7,GPCR transmembrane,85.8638,85.7139
3269,Q8NGQ3,7,GPCR transmembrane,87.1951,87.0948
3270,Q8NGQ4,7,GPCR transmembrane,86.0137,86.0396
3271,Q8NGQ5,7,GPCR transmembrane,82.8534,82.9199
3272,Q8NGQ6,7,GPCR transmembrane,87.8727,87.8375
3273,Q8NGR1,7,GPCR transmembrane,84.5405,84.2267
3274,Q8NGR2,7,GPCR transmembrane,84.5508,84.3977
3275,Q8NGR3,7,GPCR transmembrane,84.6855,84.6422
3276,Q8NGR4,7,GPCR transmembrane,86.0603,86.0156
3277,Q8NGR5,7,GPCR transmembrane,89.0784,89.1592
3278,Q8NGR6,7,GPCR transmembrane,86.7989,86.7621
3279,Q8NGR8,7,GPCR transmembrane,84.7445,84.7406
3280,Q8NGR9,7,GPCR transmembrane,86.1138,85.9323
3281,Q8NGS0,7,GPCR transmembrane,88.9034,89.1412
3282,Q8NGS1,7,GPCR transmembrane,87.0963,87.1762
3283,Q8NGS2,7,GPCR transmembrane,88.5363,88.5771
3284,Q8NGS3,7,GPCR transmembrane,87.5513,87.8799
3285,Q8NGS4,7,GPCR transmembrane,86.8334,86.6174
3286,Q8NGS5,7,GPCR transmembrane,83.5987,83.5042
3287,Q8NGS6,7,GPCR transmembrane,77.6973,77.5038
3288,Q8NGS7,7,GPCR transmembrane,82.2582,82.1805
3289,Q8NGS8,7,GPCR transmembrane,76.546,76.2201
3290,Q8NGS9,7,GPCR transmembrane,82.734,82.2484
3291,Q8NGT0,7,GPCR transmembrane,81.8439,81.2578
3292,Q8NGT1,7,GPCR transmembrane,87.9526,87.7575
3293,Q8NGT2,7,GPCR transmembrane,81.2812,80.985
3294,Q8NGT5,7,GPCR transmembrane,84.7343,84.6802
3295,Q8NGT7,7,GPCR transmembrane,84.3543,84.1937
3296,Q8NGT9,7,GPCR transmembrane,86.2384,86.0514
3297,Q8NGU1,6,medium transmembrane,89.863,89.9594
3298,Q8NGU2,7,GPCR transmembrane,84.5852,84.6963
3299,Q8NGU4,7,GPCR transmembrane,88.9339,89.0705
3300,Q8NGU9,7,GPCR transmembrane,70.6395,70.8935
3301,Q8NGV0,7,GPCR transmembrane,88.3793,88.401
